date,id,team1,team2,score1,score2
2278973,2278973,Reason,ENCE,16,14
2278979,2278979,mousesports,ALTERNATE aTTaX,16,12
2278997,2278997,Playing Ducks,ALTERNATE aTTaX,16,13
2279032,2279032,fnatic,Natus Vincere,16,9
2279036,2279036,Complexity,n!faculty,16,5
2279037,2279037,CPH Wolves,SK,16,11
2279071,2279071,fnatic,Reason,16,5
2279080,2279080,Reason,ENCE,16,14
2279182,2279182,LGB,Natus Vincere,16,13
2279213,2279213,LGB,NIP,1,2
2279265,2279265,Complexity,VeryGames,16,14
2279267,2279267,VeryGames,n!faculty,16,9
2279280,2279280,Reason,SK,16,3
2279295,2279295,CPH Wolves,VeryGames,1,2
2279338,2279338,NIP,VeryGames,2,1
2279339,2279339,fnatic,Complexity,2,0
2279438,2279438,NIP,fnatic,1,2
2279671,2279671,n!faculty,ALTERNATE aTTaX,16,3
2279676,2279676,LGB,mousesports,16,13
2279684,2279684,CPH Wolves,Reason,16,7
2279706,2279706,CPH Wolves,n!faculty,16,3
2279707,2279707,Reason,ALTERNATE aTTaX,16,5
2279737,2279737,n!faculty,Reason,19,17
2279748,2279748,Natus Vincere,3DMAX,16,5
2279785,2279785,LGB,Natus Vincere,15,15
2279825,2279825,ENCE,Natus Vincere,1,0
2279915,2279915,CPH Wolves,n!faculty,1,0
2279920,2279920,CPH Wolves,ENCE,16,9
2279931,2279931,k1ck,Natus Vincere,16,9
2279933,2279933,k1ck,3DMAX,16,9
2280305,2280305,LGB,CPH Wolves,16,11
2280510,2280510,CPH Wolves,VeryGames,16,6
2280512,2280512,Natus Vincere,mousesports,16,8
2280513,2280513,ALTERNATE aTTaX,3DMAX,16,5
2280521,2280521,LGB,ALTERNATE aTTaX,16,4
2280522,2280522,3DMAX,mousesports,15,15
2280524,2280524,ALTERNATE aTTaX,Natus Vincere,16,9
2280577,2280577,3DMAX,LGB,16,6
2280654,2280654,LGB,n!faculty,16,10
2280698,2280698,NIP,Natus Vincere,16,11
2280701,2280701,k1ck,VeryGames,16,14
2280757,2280757,ENCE,LGB,16,9
2280840,2280840,Complexity,Denial,16,10
2280875,2280875,VeryGames,LGB,16,8
2280891,2280891,mousesports,3DMAX,2,0
2280899,2280899,VeryGames,fnatic,21,16
2280903,2280903,NIP,n!faculty,2,1
2280918,2280918,VeryGames,k1ck,16,7
2281051,2281051,Complexity,Denial,1,0
2281105,2281105,SK,NIP,1,2
2281209,2281209,n!faculty,Reason,2,0
2281268,2281268,LGB,NIP,1,2
2282048,2282048,fnatic,n!faculty,21,17
2282100,2282100,fnatic,LGB,1,2
2286243,2286243,Complexity,Titan,1,2
2289529,2289529,mousesports,HellRaisers,2,1
2290006,2290006,ALTERNATE aTTaX,mousesports,1,2
2290025,2290025,LGB,3DMAX,2,0
2290094,2290094,Playing Ducks,ALTERNATE aTTaX,7,16
2290099,2290099,mousesports,3DMAX,21,19
2290111,2290111,mousesports,ALTERNATE aTTaX,16,14
2290217,2290217,3DMAX,HellRaisers,0,2
2290279,2290279,ALTERNATE aTTaX,ESC,2,0
2290403,2290403,NIP,Titan,19,22
2290404,2290404,fnatic,Dignitas,16,5
2290431,2290431,Titan,fnatic,16,8
2290432,2290432,NIP,Dignitas,16,3
2290437,2290437,fnatic,NIP,10,16
2290440,2290440,Titan,NIP,16,10
2290466,2290466,k1ck,Playing Ducks,16,7
2290478,2290478,fnatic,LDLC,0,2
2290512,2290512,Playing Ducks,3DMAX,16,6
2290513,2290513,PENTA,ALTERNATE aTTaX,16,6
2290528,2290528,Virtus.pro,ALTERNATE aTTaX,2,0
2290530,2290530,mousesports,Reason,0,2
2290542,2290542,HellRaisers,fnatic,1,2
2290545,2290545,LDLC,Natus Vincere,16,14
2290546,2290546,3DMAX,ALTERNATE aTTaX,2,1
2290551,2290551,NIP,fnatic,2,0
2290555,2290555,Virtus.pro,HellRaisers,16,4
2290556,2290556,LDLC,k1ck,16,9
2290565,2290565,LGB,mousesports,0,2
2290574,2290574,Titan,LDLC,16,6
2290601,2290601,Dignitas,ENCE,1,0
2290622,2290622,Natus Vincere,mousesports,16,8
2290624,2290624,NIP,k1ck,16,7
2290647,2290647,fnatic,Titan,15,15
2290657,2290657,ENCE,ESC,16,14
2290659,2290659,NIP,HellRaisers,1,2
2290681,2290681,NIP,k1ck,16,9
2290682,2290682,Natus Vincere,3DMAX,16,6
2290684,2290684,fnatic,LDLC,16,4
2290686,2290686,Virtus.pro,HellRaisers,16,2
2290700,2290700,NIP,Natus Vincere,16,13
2290701,2290701,k1ck,3DMAX,16,13
2290702,2290702,k1ck,Natus Vincere,16,13
2290703,2290703,Dignitas,mousesports,16,9
2290705,2290705,NIP,k1ck,2,0
2290707,2290707,LDLC,ENCE,16,4
2290710,2290710,LDLC,fnatic,16,5
2290711,2290711,LGB,Virtus.pro,22,20
2290713,2290713,Virtus.pro,HellRaisers,16,8
2290714,2290714,Titan,mousesports,16,5
2290715,2290715,NIP,3DMAX,16,5
2290716,2290716,Virtus.pro,HellRaisers,19,16
2290718,2290718,Reason,fnatic,16,12
2290721,2290721,LGB,Natus Vincere,16,8
2290733,2290733,Dignitas,Titan,16,11
2290741,2290741,Titan,mousesports,16,9
2290742,2290742,Virtus.pro,Titan,16,7
2290743,2290743,HellRaisers,mousesports,16,9
2290744,2290744,NIP,LDLC,16,7
2290746,2290746,HellRaisers,Titan,16,14
2290747,2290747,LDLC,3DMAX,16,13
2290748,2290748,LGB,Complexity,16,11
2290750,2290750,Dignitas,Reason,16,8
2290752,2290752,fnatic,Reason,16,6
2290755,2290755,Dignitas,HellRaisers,2,0
2290757,2290757,Virtus.pro,LDLC,2,0
2290758,2290758,NIP,Complexity,2,1
2290759,2290759,LGB,fnatic,2,1
2290760,2290760,NIP,Dignitas,2,0
2290761,2290761,Virtus.pro,LGB,2,1
2290762,2290762,NIP,Virtus.pro,0,2
2290770,2290770,NIP,Natus Vincere,16,11
2290772,2290772,NIP,ALTERNATE aTTaX,16,9
2290774,2290774,Dignitas,k1ck,16,14
2290792,2290792,Virtus.pro,LDLC,16,8
2290796,2290796,fnatic,HellRaisers,2,0
2290802,2290802,NIP,Titan,0,2
2290805,2290805,HellRaisers,ENCE,16,13
2290806,2290806,mousesports,3DMAX,12,16
2290808,2290808,LGB,LDLC,0,2
2290809,2290809,NIP,Dignitas,16,7
2290810,2290810,LDLC,mousesports,2,0
2290818,2290818,NIP,HellRaisers,12,16
2290822,2290822,Dignitas,k1ck,2,1
2290826,2290826,LGB,Natus Vincere,16,8
2290833,2290833,Titan,NIP,16,14
2290834,2290834,Natus Vincere,Titan,16,12
2290837,2290837,k1ck,fnatic,12,16
2290838,2290838,fnatic,LGB,22,18
2290839,2290839,NIP,LGB,19,16
2290840,2290840,Titan,LGB,16,13
2290845,2290845,HellRaisers,ALTERNATE aTTaX,16,4
2290846,2290846,Virtus.pro,ALTERNATE aTTaX,16,4
2290847,2290847,fnatic,mousesports,16,7
2290862,2290862,fnatic,3DMAX,14,16
2290867,2290867,fnatic,LDLC,16,13
2290871,2290871,3DMAX,NIP,4,16
2290874,2290874,NIP,Virtus.pro,19,16
2290875,2290875,fnatic,LGB,16,8
2290877,2290877,Titan,Virtus.pro,1,2
2290879,2290879,Denial,Complexity,19,17
2290880,2290880,LDLC,Dignitas,1,2
2290881,2290881,Virtus.pro,fnatic,16,13
2290882,2290882,mousesports,fnatic,2,1
2290883,2290883,LGB,NIP,1,2
2290886,2290886,Natus Vincere,fnatic,19,17
2290888,2290888,Titan,fnatic,16,6
2290890,2290890,LDLC,HellRaisers,19,17
2290892,2290892,Virtus.pro,Dignitas,0,2
2290893,2290893,Titan,LDLC,2,1
2290897,2290897,Virtus.pro,Titan,0,2
2290898,2290898,Dignitas,Titan,3,2
2290905,2290905,HellRaisers,Natus Vincere,16,12
2290907,2290907,ALTERNATE aTTaX,mousesports,16,11
2290908,2290908,NIP,fnatic,16,12
2290909,2290909,Titan,k1ck,16,3
2290914,2290914,Natus Vincere,ALTERNATE aTTaX,16,8
2290920,2290920,Virtus.pro,Titan,1,0
2290921,2290921,LDLC,mousesports,3,0
2290927,2290927,Virtus.pro,mousesports,16,4
2290928,2290928,NIP,LDLC,16,8
2290931,2290931,Titan,ALTERNATE aTTaX,16,4
2290932,2290932,Virtus.pro,Natus Vincere,19,15
2290933,2290933,NIP,Natus Vincere,16,4
2290937,2290937,Dignitas,Virtus.pro,16,12
2290939,2290939,Dignitas,fnatic,16,2
2290940,2290940,Titan,Dignitas,16,11
2290944,2290944,Natus Vincere,Virtus.pro,16,9
2290945,2290945,NIP,Virtus.pro,16,9
2290949,2290949,fnatic,HellRaisers,16,13
2290959,2290959,Virtus.pro,LGB,16,4
2290961,2290961,LGB,fnatic,16,12
2290962,2290962,NIP,fnatic,16,14
2290963,2290963,Titan,fnatic,16,10
2290966,2290966,Titan,Virtus.pro,16,12
2290967,2290967,Titan,NIP,16,2
2290968,2290968,fnatic,Natus Vincere,15,15
2290974,2290974,mousesports,Playing Ducks,16,9
2290977,2290977,Natus Vincere,NIP,16,13
2290982,2290982,fnatic,ALTERNATE aTTaX,16,11
2290983,2290983,k1ck,mousesports,16,12
2290984,2290984,Virtus.pro,Titan,16,5
2290985,2290985,HellRaisers,k1ck,15,15
2290988,2290988,ALTERNATE aTTaX,PENTA,16,14
2290992,2290992,NIP,LGB,16,4
2290993,2290993,ENCE,k1ck,16,11
2290999,2290999,Natus Vincere,Titan,16,7
2291000,2291000,Dignitas,LGB,16,10
2291001,2291001,NIP,HellRaisers,16,14
2291004,2291004,LDLC,mousesports,16,8
2291006,2291006,Virtus.pro,LGB,16,12
2291008,2291008,HellRaisers,mousesports,16,14
2291009,2291009,Virtus.pro,fnatic,15,15
2291010,2291010,Natus Vincere,k1ck,16,10
2291011,2291011,LDLC,HellRaisers,16,9
2291012,2291012,Titan,HellRaisers,16,10
2291019,2291019,3DMAX,Tricked,2,0
2291024,2291024,ALTERNATE aTTaX,k1ck,16,10
2291025,2291025,Virtus.pro,k1ck,16,3
2291028,2291028,Reason,3DMAX,2,0
2291031,2291031,Reason,3DMAX,2,1
2291034,2291034,fnatic,k1ck,16,5
2291035,2291035,NIP,k1ck,16,7
2291036,2291036,Titan,mousesports,16,12
2291037,2291037,mousesports,NIP,16,10
2291056,2291056,LDLC,ALTERNATE aTTaX,16,3
2291068,2291068,Dignitas,ENCE,2,0
2291119,2291119,ALTERNATE aTTaX,ENCE,2,1
2291147,2291147,fnatic,Tricked,2,0
2291162,2291162,NIP,ENCE,2,0
2291163,2291163,3DMAX,Reason,1,2
2291164,2291164,ALTERNATE aTTaX,Titan,0,2
2291166,2291166,LDLC,mousesports,2,0
2291172,2291172,Virtus.pro,ESC,2,0
2291177,2291177,Dignitas,fnatic,2,0
2291178,2291178,LDLC,Titan,2,0
2291179,2291179,Virtus.pro,LGB,2,0
2291180,2291180,NIP,Reason,2,0
2291182,2291182,Virtus.pro,LDLC,2,1
2291183,2291183,NIP,Dignitas,2,0
2291187,2291187,NIP,Virtus.pro,2,1
2291202,2291202,mousesports,Natus Vincere,19,17
2291204,2291204,HellRaisers,Reason,16,11
2291212,2291212,Denial,Complexity,16,13
2291227,2291227,LGB,mousesports,16,5
2291229,2291229,Natus Vincere,mousesports,16,13
2291242,2291242,Virtus.pro,HellRaisers,16,11
2291245,2291245,Reason,HellRaisers,16,8
2291247,2291247,Natus Vincere,HellRaisers,11,16
2291248,2291248,mousesports,Reason,10,16
2291251,2291251,NIP,LGB,2,0
2291252,2291252,fnatic,Dignitas,1,2
2291253,2291253,HellRaisers,Virtus.pro,7,16
2291255,2291255,LGB,Reason,16,7
2291262,2291262,LGB,Virtus.pro,16,11
2291266,2291266,ENCE,ALTERNATE aTTaX,16,12
2291274,2291274,Dignitas,Virtus.pro,16,3
2291275,2291275,Dignitas,LGB,16,0
2291276,2291276,Dignitas,NIP,16,11
2291278,2291278,Dignitas,Natus Vincere,19,16
2291283,2291283,NIP,Virtus.pro,16,13
2291284,2291284,ESC,ALTERNATE aTTaX,10,16
2291285,2291285,3DMAX,Tricked,16,5
2291286,2291286,Reason,k1ck,21,19
2291292,2291292,HellRaisers,ALTERNATE aTTaX,16,13
2291293,2291293,3DMAX,mousesports,10,16
2291295,2291295,Reason,LDLC,5,16
2291296,2291296,HellRaisers,mousesports,16,14
2291302,2291302,NIP,Dignitas,2,1
2291303,2291303,fnatic,Dignitas,16,11
2291304,2291304,HellRaisers,LDLC,10,16
2291307,2291307,fnatic,LGB,16,7
2291308,2291308,Dignitas,Virtus.pro,16,13
2291310,2291310,LDLC,NIP,16,9
2291313,2291313,Virtus.pro,fnatic,16,11
2291314,2291314,fnatic,Natus Vincere,1,0
2291315,2291315,NIP,fnatic,16,6
2291316,2291316,Virtus.pro,Natus Vincere,1,0
2291325,2291325,LGB,Natus Vincere,16,14
2291326,2291326,LGB,Natus Vincere,16,4
2291330,2291330,NIP,Natus Vincere,0,2
2291331,2291331,Titan,Virtus.pro,2,0
2291334,2291334,NIP,Virtus.pro,2,1
2291335,2291335,Natus Vincere,Titan,2,0
2291337,2291337,Titan,NIP,1,2
2291349,2291349,Natus Vincere,NIP,2,0
2291370,2291370,LDLC,fnatic,16,7
2291371,2291371,LGB,NIP,16,13
2291372,2291372,Virtus.pro,Titan,16,11
2291373,2291373,Dignitas,NIP,16,12
2291375,2291375,LDLC,LGB,16,9
2291376,2291376,Titan,fnatic,16,9
2291413,2291413,Titan,LDLC,16,14
2291414,2291414,Virtus.pro,fnatic,16,6
2291415,2291415,LGB,Dignitas,16,8
2291416,2291416,Dignitas,Titan,16,11
2291419,2291419,NIP,fnatic,16,8
2291420,2291420,fnatic,mousesports,2,0
2291424,2291424,NIP,fnatic,16,6
2291432,2291432,Dignitas,LDLC,1,0
2291433,2291433,NIP,Dignitas,2,1
2291434,2291434,Dignitas,fnatic,2,0
2291437,2291437,NIP,Dignitas,2,0
2291443,2291443,Virtus.pro,NIP,16,10
2291444,2291444,Dignitas,LDLC,16,9
2291445,2291445,Titan,LGB,16,12
2291450,2291450,LGB,Virtus.pro,16,6
2291451,2291451,Dignitas,fnatic,16,12
2291452,2291452,NIP,Titan,16,6
2291453,2291453,LDLC,Virtus.pro,16,7
2291461,2291461,mousesports,FlipSid3,16,6
2291480,2291480,mousesports,ALTERNATE aTTaX,16,9
2291500,2291500,ALTERNATE aTTaX,ENCE,16,10
2291515,2291515,Virtus.pro,Titan,16,7
2291522,2291522,Dignitas,Titan,2,0
2291523,2291523,LDLC,Virtus.pro,1,2
2291525,2291525,mousesports,ALTERNATE aTTaX,9,16
2291527,2291527,Reason,k1ck,16,7
2291528,2291528,SK,ENCE,26,23
2291531,2291531,Reason,SK,16,11
2291536,2291536,Titan,LDLC,2,1
2291537,2291537,Dignitas,Virtus.pro,2,1
2291548,2291548,Virtus.pro,Titan,2,0
2291549,2291549,Dignitas,Virtus.pro,0,2
2291556,2291556,mousesports,Titan,1,2
2291560,2291560,fnatic,Titan,0,2
2291562,2291562,Reason,Tricked,2,0
2291566,2291566,Reason,CPH Wolves,0,2
2291590,2291590,SK,fnatic,16,9
2291591,2291591,HellRaisers,Reason,16,5
2291593,2291593,NIP,Epsilon,16,5
2291596,2291596,Virtus.pro,SK,16,12
2291598,2291598,SK,fnatic,16,10
2291601,2291601,fnatic,FlipSid3,2,0
2291608,2291608,Natus Vincere,FlipSid3,14,16
2291611,2291611,SK,NIP,1,2
2291613,2291613,HellRaisers,Titan,16,6
2291615,2291615,fnatic,NIP,2,0
2291616,2291616,Titan,Reason,16,9
2291619,2291619,Natus Vincere,FlipSid3,16,5
2291621,2291621,Virtus.pro,Natus Vincere,0,2
2291623,2291623,NIP,Titan,2,1
2291624,2291624,HellRaisers,SK,2,0
2291625,2291625,Epsilon,Natus Vincere,0,2
2291626,2291626,NIP,HellRaisers,2,1
2291627,2291627,Natus Vincere,NIP,0,2
2291646,2291646,NIP,Dignitas,1,2
2291651,2291651,mousesports,Playing Ducks,16,10
2291652,2291652,mousesports,ESC,16,13
2291653,2291653,LDLC,ESC,16,7
2291661,2291661,NIP,Complexity,1,2
2291703,2291703,Complexity,Natus Vincere,2,0
2291713,2291713,Virtus.pro,NIP,2,1
2291714,2291714,Virtus.pro,Natus Vincere,2,1
2291719,2291719,Complexity,Virtus.pro,2,1
2291814,2291814,mousesports,Reason,16,10
2291823,2291823,Virtus.pro,ESC,2,0
2291825,2291825,NIP,Natus Vincere,2,0
2291835,2291835,Virtus.pro,HellRaisers,16,11
2291836,2291836,Virtus.pro,Reason,16,6
2291837,2291837,Titan,Reason,16,6
2291866,2291866,Natus Vincere,ESC,16,11
2291883,2291883,HellRaisers,LDLC,16,9
2291884,2291884,HellRaisers,Epsilon,16,7
2291885,2291885,fnatic,LDLC,16,10
2291906,2291906,mousesports,CPH Wolves,10,16
2291908,2291908,HellRaisers,ESC,16,3
2291910,2291910,HellRaisers,Titan,16,12
2291911,2291911,fnatic,Titan,16,14
2291914,2291914,fnatic,HellRaisers,15,15
2291918,2291918,fnatic,LDLC,1,2
2291919,2291919,Titan,Natus Vincere,0,2
2291934,2291934,fnatic,mousesports,16,9
2291935,2291935,LDLC,Natus Vincere,1,2
2291938,2291938,fnatic,Reason,16,9
2291980,2291980,HellRaisers,Epsilon,1,2
2291981,2291981,k1ck,LDLC,1,2
2291983,2291983,Epsilon,LDLC,1,2
2291984,2291984,HellRaisers,k1ck,2,1
2291997,2291997,LDLC,Reason,16,5
2292002,2292002,Epsilon,HellRaisers,2,1
2292045,2292045,Natus Vincere,Epsilon,1,0
2292062,2292062,fnatic,Epsilon,16,5
2292063,2292063,Virtus.pro,fnatic,15,15
2292067,2292067,Epsilon,Virtus.pro,16,6
2292068,2292068,Epsilon,Reason,16,8
2292079,2292079,mousesports,ESC,2,1
2292084,2292084,Epsilon,CPH Wolves,2,1
2292097,2292097,CPH Wolves,mousesports,2,0
2292108,2292108,Reason,ESC,16,3
2292110,2292110,mousesports,Natus Vincere,16,9
2292111,2292111,Reason,Natus Vincere,16,14
2292113,2292113,Natus Vincere,Virtus.pro,16,13
2292117,2292117,Natus Vincere,Epsilon,16,8
2292119,2292119,Natus Vincere,fnatic,16,14
2292120,2292120,Titan,Epsilon,16,7
2292122,2292122,Virtus.pro,ESC,16,10
2292128,2292128,NIP,LDLC,2,1
2292136,2292136,Natus Vincere,NIP,2,1
2292147,2292147,Titan,Natus Vincere,16,13
2292148,2292148,Titan,ESC,1,0
2292167,2292167,Epsilon,NIP,16,14
2292169,2292169,Dignitas,Titan,16,7
2292172,2292172,fnatic,Epsilon,16,6
2292176,2292176,mousesports,Virtus.pro,16,9
2292178,2292178,fnatic,NIP,16,14
2292181,2292181,Titan,Virtus.pro,15,15
2292182,2292182,Dignitas,mousesports,16,11
2292188,2292188,Dignitas,Virtus.pro,16,7
2292196,2292196,Titan,mousesports,16,3
2292210,2292210,fnatic,mousesports,2,1
2292212,2292212,Dignitas,NIP,2,0
2292214,2292214,fnatic,Titan,1,2
2292215,2292215,Virtus.pro,Dignitas,2,1
2292216,2292216,Titan,Virtus.pro,0,2
2292218,2292218,ALTERNATE aTTaX,Playing Ducks,16,10
2292226,2292226,Playing Ducks,ALTERNATE aTTaX,16,10
2292240,2292240,Titan,LDLC,16,13
2292248,2292248,Epsilon,LDLC,16,12
2292250,2292250,HellRaisers,Reason,16,7
2292259,2292259,LDLC,Virtus.pro,16,11
2292265,2292265,Virtus.pro,Titan,16,14
2292266,2292266,HellRaisers,Natus Vincere,15,15
2292267,2292267,Virtus.pro,mousesports,16,12
2292268,2292268,mousesports,Titan,16,12
2292270,2292270,LDLC,Natus Vincere,16,13
2292271,2292271,fnatic,Dignitas,16,12
2292287,2292287,Titan,Natus Vincere,16,1
2292291,2292291,fnatic,Natus Vincere,16,8
2292299,2292299,ESC,Epsilon,16,12
2292317,2292317,mousesports,LDLC,16,8
2292320,2292320,fnatic,ESC,16,5
2292322,2292322,mousesports,HellRaisers,1,0
2292327,2292327,mousesports,Epsilon,1,0
2292336,2292336,Epsilon,HellRaisers,16,1
2292338,2292338,Natus Vincere,CPH Wolves,16,6
2292342,2292342,Cloud9,Titan,22,18
2292355,2292355,Epsilon,NIP,16,6
2292357,2292357,LDLC,Natus Vincere,16,12
2292358,2292358,NIP,HellRaisers,16,11
2292359,2292359,Natus Vincere,CPH Wolves,19,17
2292361,2292361,fnatic,Virtus.pro,19,16
2292364,2292364,Cloud9,Dignitas,16,14
2292365,2292365,Dignitas,Titan,16,1
2292369,2292369,fnatic,Natus Vincere,2,1
2292370,2292370,Epsilon,Dignitas,0,2
2292371,2292371,LDLC,Virtus.pro,2,0
2292372,2292372,Cloud9,NIP,1,2
2292374,2292374,fnatic,Dignitas,2,0
2292377,2292377,NIP,LDLC,2,1
2292382,2292382,fnatic,NIP,1,2
2292384,2292384,Dignitas,Epsilon,16,11
2292391,2292391,mousesports,Epsilon,2,0
2292413,2292413,NIP,mousesports,2,0
2292438,2292438,mousesports,Natus Vincere,16,10
2292466,2292466,Epsilon,PENTA,16,6
2292476,2292476,HellRaisers,mousesports,2,0
2292477,2292477,Epsilon,CPH Wolves,2,0
2292484,2292484,Natus Vincere,HellRaisers,2,0
2292492,2292492,Virtus.pro,Natus Vincere,19,15
2292493,2292493,HellRaisers,Virtus.pro,2,1
2292494,2292494,NIP,HellRaisers,2,1
2292500,2292500,mousesports,Virtus.pro,16,9
2292511,2292511,fnatic,Virtus.pro,16,9
2292516,2292516,mousesports,fnatic,2,1
2292524,2292524,Virtus.pro,NIP,3,2
2292525,2292525,fnatic,Natus Vincere,2,0
2292527,2292527,Natus Vincere,HellRaisers,2,1
2292528,2292528,fnatic,Natus Vincere,3,2
2292551,2292551,fnatic,Titan,16,12
2292552,2292552,LDLC,Dignitas,16,11
2292553,2292553,Virtus.pro,HellRaisers,16,3
2292554,2292554,NIP,Epsilon,16,12
2292555,2292555,LDLC,HellRaisers,16,11
2292556,2292556,fnatic,Epsilon,16,10
2292557,2292557,NIP,Titan,16,11
2292558,2292558,Virtus.pro,Dignitas,16,11
2292563,2292563,Playing Ducks,mousesports,0,2
2292572,2292572,fnatic,Virtus.pro,16,10
2292573,2292573,Virtus.pro,Dignitas,16,5
2292585,2292585,fnatic,Virtus.pro,3,0
2292586,2292586,fnatic,mousesports,2,0
2292587,2292587,fnatic,NIP,2,0
2292598,2292598,Titan,Epsilon,16,8
2292599,2292599,Titan,Epsilon,16,13
2292604,2292604,NIP,HellRaisers,16,2
2292605,2292605,NIP,LDLC,16,5
2292606,2292606,fnatic,Virtus.pro,16,14
2292607,2292607,Titan,Epsilon,16,4
2292608,2292608,Dignitas,HellRaisers,31,28
2292609,2292609,Virtus.pro,Epsilon,26,22
2292611,2292611,Titan,LDLC,21,17
2292615,2292615,Virtus.pro,Epsilon,16,9
2292618,2292618,mousesports,CPH Wolves,2,1
2292622,2292622,Virtus.pro,Epsilon,16,14
2292623,2292623,Epsilon,mousesports,16,0
2292624,2292624,mousesports,Epsilon,1,0
2292627,2292627,Titan,Virtus.pro,16,3
2292632,2292632,fnatic,Titan,16,4
2292644,2292644,LDLC,Epsilon,2,0
2292645,2292645,Titan,CPH Wolves,15,15
2292647,2292647,Virtus.pro,ESC,15,15
2292648,2292648,CPH Wolves,ESC,16,14
2292655,2292655,Epsilon,LDLC,16,3
2292690,2292690,ALTERNATE aTTaX,mousesports,21,19
2292694,2292694,fnatic,mousesports,16,8
2292695,2292695,fnatic,Titan,16,12
2292698,2292698,Dignitas,Epsilon,16,8
2292701,2292701,LDLC,NIP,2,0
2292704,2292704,Epsilon,CPH Wolves,3,2
2292713,2292713,HellRaisers,3DMAX,16,10
2292720,2292720,Dignitas,Titan,16,7
2292721,2292721,Dignitas,Titan,16,14
2292724,2292724,Virtus.pro,Dignitas,16,7
2292725,2292725,mousesports,Titan,16,10
2292726,2292726,mousesports,Titan,16,14
2292727,2292727,Titan,Virtus.pro,16,10
2292728,2292728,LDLC,Virtus.pro,16,14
2292729,2292729,NIP,fnatic,16,12
2292730,2292730,Dignitas,Epsilon,16,8
2292731,2292731,Titan,HellRaisers,16,10
2292733,2292733,fnatic,ALTERNATE aTTaX,2,0
2292743,2292743,Epsilon,LDLC,16,14
2292744,2292744,Dignitas,NIP,16,4
2292745,2292745,Titan,Virtus.pro,16,11
2292746,2292746,fnatic,HellRaisers,16,8
2292748,2292748,mousesports,Virtus.pro,16,6
2292749,2292749,fnatic,Dignitas,16,14
2292750,2292750,CPH Wolves,Virtus.pro,15,15
2292753,2292753,Virtus.pro,mousesports,2,1
2292760,2292760,fnatic,Epsilon,16,11
2292761,2292761,fnatic,Epsilon,16,5
2292764,2292764,fnatic,Natus Vincere,16,11
2292768,2292768,Natus Vincere,ESC,16,6
2292774,2292774,fnatic,Dignitas,16,9
2292775,2292775,CPH Wolves,mousesports,2,0
2292776,2292776,fnatic,Epsilon,2,0
2292779,2292779,Natus Vincere,Dignitas,16,10
2292780,2292780,Dignitas,Natus Vincere,16,3
2292783,2292783,mousesports,fnatic,16,10
2292812,2292812,LDLC,HellRaisers,16,13
2292813,2292813,Natus Vincere,Titan,16,14
2292815,2292815,Titan,ESC,16,5
2292816,2292816,Natus Vincere,HellRaisers,16,10
2292824,2292824,mousesports,Natus Vincere,16,13
2292825,2292825,Titan,Natus Vincere,16,11
2292828,2292828,Dignitas,mousesports,16,6
2292838,2292838,k1ck,PENTA,16,12
2292843,2292843,NIP,HellRaisers,16,11
2292844,2292844,LDLC,NIP,15,15
2292848,2292848,Natus Vincere,3DMAX,16,11
2292849,2292849,mousesports,Virtus.pro,16,13
2292867,2292867,NIP,ALTERNATE aTTaX,16,8
2292868,2292868,Titan,LDLC,12,16
2292869,2292869,fnatic,3DMAX,16,4
2292870,2292870,Dignitas,CPH Wolves,16,14
2292873,2292873,fnatic,HellRaisers,2,1
2292877,2292877,Virtus.pro,Natus Vincere,16,13
2292882,2292882,HellRaisers,Epsilon,15,15
2292884,2292884,NIP,LDLC,3,16
2292885,2292885,ALTERNATE aTTaX,Titan,12,16
2292886,2292886,NIP,Titan,13,16
2292887,2292887,fnatic,Dignitas,19,16
2292888,2292888,3DMAX,CPH Wolves,16,13
2292889,2292889,Dignitas,3DMAX,17,19
2292890,2292890,fnatic,Titan,0,2
2292891,2292891,LDLC,3DMAX,2,0
2292892,2292892,LDLC,Titan,0,2
2292898,2292898,Natus Vincere,CPH Wolves,16,7
2292900,2292900,Titan,Virtus.pro,12,16
2292904,2292904,NIP,Epsilon,8,16
2292916,2292916,HellRaisers,Virtus.pro,2,16
2292917,2292917,NIP,Virtus.pro,7,16
2292920,2292920,CPH Wolves,LDLC,4,16
2292922,2292922,Titan,HellRaisers,16,11
2292940,2292940,Titan,CPH Wolves,19,16
2292941,2292941,NIP,LDLC,0,2
2292944,2292944,Titan,Virtus.pro,16,14
2292945,2292945,NIP,Titan,0,2
2292947,2292947,Virtus.pro,NIP,12,16
2292948,2292948,Epsilon,HellRaisers,31,29
2292949,2292949,HellRaisers,LDLC,18,21
2292950,2292950,LDLC,fnatic,8,16
2292951,2292951,Titan,NIP,16,5
2292952,2292952,HellRaisers,Epsilon,16,6
2292955,2292955,LDLC,CPH Wolves,16,11
2292961,2292961,Epsilon,NIP,11,16
2292962,2292962,Titan,fnatic,12,16
2292963,2292963,Epsilon,fnatic,7,16
2292965,2292965,fnatic,LDLC,16,5
2292966,2292966,NIP,LDLC,0,2
2292967,2292967,CPH Wolves,NIP,0,2
2292976,2292976,Natus Vincere,Virtus.pro,2,1
2292981,2292981,HellRaisers,Natus Vincere,0,2
2292984,2292984,3DMAX,PENTA,16,3
2292986,2292986,Natus Vincere,mousesports,17,19
2292990,2292990,Playing Ducks,3DMAX,0,2
